notas_tecnicas_id,id_nota_hoja,nombre_nota,procedimiento_id,cups,nombre_procedimiento,tarifa
836,5,EMSSANAR CONTRIBUTIVO,307,911008,TERAPIA FISICA INTEGRAL. -- INCY : ACTIVIDADES PROPIAS A EJECUTAR EN LOS COMPONENTES SENSORIOMOTORES DEL DESEMPEAO - EJERCICIOS TERAPEUTICOS - ESTIMULACION - MECANOTERAPIA - MEDIOS FISICOS ( HIDROTERAPIA - CRIOTERAPIA - CALOR HUMEDO ) - ELECTROTERAPIA ( B,0.00
837,5,EMSSANAR CONTRIBUTIVO,308,911009,RADIOGRAFIA DE CRANEO SIMPLE,0.00
838,5,EMSSANAR CONTRIBUTIVO,309,911010,RADIOGRAFIA DE CARA ( PERFILOGRAMA ). -- INCY : CON CEFALOSTATO,0.00
839,5,EMSSANAR CONTRIBUTIVO,310,911015,RADIOGRAFIA DE SENOS PARANASALES,0.00
840,5,EMSSANAR CONTRIBUTIVO,311,911016,RADIOGRAFIA DE COLUMNA TORACICA,0.00
841,5,EMSSANAR CONTRIBUTIVO,312,911017,RADIOGRAFIA DE COLUMNA LUMBOSACRA,0.00
842,5,EMSSANAR CONTRIBUTIVO,313,911018,RADIOGRAFIA DE TORAX ( P. A. O A. P. Y LATERAL - DECUBITO LATERAL - OBLICUAS O LATERAL ),0.00
843,5,EMSSANAR CONTRIBUTIVO,314,911019,RADIOGRAFIA DE ABDOMEN SIMPLE,0.00
844,5,EMSSANAR CONTRIBUTIVO,315,911020,RADIOGRAFIA DE HUMERO,0.00
846,5,EMSSANAR CONTRIBUTIVO,316,931001,RADIOGRAFIA DE PIE ( AP - LATERAL Y OBLICUA ),0.00
630,5,EMSSANAR CONTRIBUTIVO,318,935001,TAPONAMIENTO VAGINAL,0.00
631,5,EMSSANAR CONTRIBUTIVO,319,935101,INSERCION DE DISPOSITIVO EN URETRA,0.00
632,5,EMSSANAR CONTRIBUTIVO,320,935301,LAVADO GASTRICO PARA HIPOTERMIA O CONGELACION GASTRICA,0.00
633,5,EMSSANAR CONTRIBUTIVO,321,935302,IRRIGACION Y LAVADO DEL OJO,0.00
634,5,EMSSANAR CONTRIBUTIVO,323,935304,LAVADO E IRRIGACION DE OIDOS,0.00
635,5,EMSSANAR CONTRIBUTIVO,324,935305,SUSTITUCION DE TAPON NASAL,0.00
636,5,EMSSANAR CONTRIBUTIVO,325,935306,EXTRACCION DE TAPON NASAL,0.00
637,5,EMSSANAR CONTRIBUTIVO,327,935701,RETIRO DE SUTURAS DE CABEZA Y CUELLO ( RETIRO DE PUNTOS ),0.00
638,5,EMSSANAR CONTRIBUTIVO,329,936801,RETIRO DE SUTURAS DE TORAX ( RETIRO DE PUNTOS ),0.00
639,5,EMSSANAR CONTRIBUTIVO,331,939402,EXTRACCION DE TAPON ( MECHA ) VAGINAL O VULVAR,0.00
845,5,EMSSANAR CONTRIBUTIVO,332,939403,RADIOGRAFIA DE PUAO O MUAECA,0.00
703,5,EMSSANAR CONTRIBUTIVO,333,943102,VACUNACION COMBINADA CONTRA HAEMOPHILUS INFLUENZA TIPO B - DIFTERIA - TETANOS - TOS FERINA Y HEPATITIS B ( PENTAVALENTE ),0.00
704,5,EMSSANAR CONTRIBUTIVO,334,944002,VACUNACION CONTRA POLIOMIELITIS ( VOP O IVP ),0.00
705,5,EMSSANAR CONTRIBUTIVO,335,944102,VACUNACION CONTRA HEPATITIS A,0.00
706,5,EMSSANAR CONTRIBUTIVO,336,944202,VACUNACION CONTRA HEPATITIS B,0.00
672,5,EMSSANAR CONTRIBUTIVO,337,950601,OBTURACION TEMPORAL POR DIENTE,0.00
640,5,EMSSANAR CONTRIBUTIVO,340,961401,EXTRACCION DE SUTURAS DE PARED ABDOMINAL,0.00
641,5,EMSSANAR CONTRIBUTIVO,341,961601,EXTRACCION SIN INCISION DE CUERPO EXTRAAO DE CONDUCTO AUDITIVO EXTERNO,0.00
642,5,EMSSANAR CONTRIBUTIVO,342,963101,EXTRACCION SIN INCISION DE CUERPO EXTRAAO INTRALUMINAL DE LA VAGINA,0.00
607,5,EMSSANAR CONTRIBUTIVO,343,963301,SUTURA O REPARACION DE LACERACION ( HERIDA ) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
608,5,EMSSANAR CONTRIBUTIVO,345,963901,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
643,5,EMSSANAR CONTRIBUTIVO,346,965101,ADMINISTRACION DE TOXOIDE DE TETANOS. -- EXCY : ADMINISTRACION DE ANTITOXINA TETANICA ( 99. 4. 1. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
644,5,EMSSANAR CONTRIBUTIVO,347,965201,VACUNACION CONTRA RABIA,0.00
609,5,EMSSANAR CONTRIBUTIVO,348,965301,DERECHOS DE SALA DE PEQUEAA CIRUGIA ( SUTURAS ),0.00
645,5,EMSSANAR CONTRIBUTIVO,355,972101,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PASTO ( NARIAO ),0.00
694,5,EMSSANAR CONTRIBUTIVO,356,972201,PSICOTERAPIA DE PAREJA POR PSICOLOGIA,0.00
646,5,EMSSANAR CONTRIBUTIVO,357,973201,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A MOCOA ( PUTUMAYO ),0.00
647,5,EMSSANAR CONTRIBUTIVO,358,973801,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PUERTO ASIS ( PUTUMAYO ),0.00
648,5,EMSSANAR CONTRIBUTIVO,359,974301,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A VALLE DEL GUAMUEZ ( PUTUMAYO ),0.00
666,5,EMSSANAR CONTRIBUTIVO,361,977101,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
649,5,EMSSANAR CONTRIBUTIVO,362,977501,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A COLON ( PUTUMAYO ),0.00
650,5,EMSSANAR CONTRIBUTIVO,363,978301,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
651,5,EMSSANAR CONTRIBUTIVO,364,981101,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
652,5,EMSSANAR CONTRIBUTIVO,366,981701,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,0.00
663,5,EMSSANAR CONTRIBUTIVO,391,990211,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
707,5,EMSSANAR CONTRIBUTIVO,400,993102,VACUNACION CONTRA FIEBRE AMARILLA,0.00
708,5,EMSSANAR CONTRIBUTIVO,402,993104,VACUNACION CONTRA SARAMPION. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
709,5,EMSSANAR CONTRIBUTIVO,403,993105,VACUNACION CONTRA PAROTIDITIS. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
710,5,EMSSANAR CONTRIBUTIVO,404,993106,VACUNACION CONTRA RUBEOLA. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
653,5,EMSSANAR CONTRIBUTIVO,405,993107,CONSEJERIA EN VIH,0.00
711,5,EMSSANAR CONTRIBUTIVO,406,993120,VACUNACION CONTRA VARICELA,0.00
712,5,EMSSANAR CONTRIBUTIVO,407,993122,VACUNACION CONTRA INFLUENZA,0.00
713,5,EMSSANAR CONTRIBUTIVO,408,993130,VACUNACION CONTRA ROTAVIRUS,0.00
714,5,EMSSANAR CONTRIBUTIVO,409,993501,VACUNACION COMBINADA CONTRA SARAMPION Y RUBEOLA [ SR ] ( DOBLE VIRAL ),0.00
715,5,EMSSANAR CONTRIBUTIVO,410,993502,VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ),0.00
716,5,EMSSANAR CONTRIBUTIVO,411,993503,ADMINISTRACION DE ANTITOXINA TETANICA,0.00
717,5,EMSSANAR CONTRIBUTIVO,412,993504,ADMINISTRACION DE ANTITOXINA DIFTERICA,0.00
654,5,EMSSANAR CONTRIBUTIVO,413,993505,VACUNACIÓN CONTRA RABIA,0.00
718,5,EMSSANAR CONTRIBUTIVO,414,993506,VIH - PRUEBA RAPIDA,0.00
719,5,EMSSANAR CONTRIBUTIVO,415,993507,HEPATITIS B - PRUEBA RAPIDA,0.00
720,5,EMSSANAR CONTRIBUTIVO,416,993508,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,0.00
721,5,EMSSANAR CONTRIBUTIVO,417,993509,ANTIBIOGRAMA ( DISCO ),0.00
722,5,EMSSANAR CONTRIBUTIVO,418,993510,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO,0.00
723,5,EMSSANAR CONTRIBUTIVO,419,993512,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL,0.00
724,5,EMSSANAR CONTRIBUTIVO,421,993520,BACILOSCOPIA COLORACION ACIDO ALCOHOL - RESISTENTE [ ZIEHL - NEELSEN ],0.00
725,5,EMSSANAR CONTRIBUTIVO,422,993522,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
726,5,EMSSANAR CONTRIBUTIVO,423,994101,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
727,5,EMSSANAR CONTRIBUTIVO,424,994301,COLORACION GIEMSA Y LECTURA,0.00
695,5,EMSSANAR CONTRIBUTIVO,427,997002,CONTROL DE PLACA BACTERIANA,0.00
696,5,EMSSANAR CONTRIBUTIVO,428,997103,PSICOTERAPIA DE GRUPO POR PSICOLOGIA,0.00
697,5,EMSSANAR CONTRIBUTIVO,430,997106,VACUNACION CONTRA TUBERCULOSIS [ BCG ],0.00
698,5,EMSSANAR CONTRIBUTIVO,431,997107,VACUNACION CONTRA HAEMOPHILUS INFLUENZA TIPO B,0.00
699,5,EMSSANAR CONTRIBUTIVO,432,997301,ADMINISTRACION DE TOXOIDE DIFTERICO. -- EXCY : ADMINISTRACION DE ANTITOXINA DIFTERICA ( 99. 4. 3. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
610,5,EMSSANAR CONTRIBUTIVO,568,P0000778,SALA EDA ( ENFERMEDAD DIARREICA AGUDA ),0.00
611,5,EMSSANAR CONTRIBUTIVO,569,P0000779,SALA IRA ( INFECCION RESPIRATORIA AGUDA ),0.00
612,5,EMSSANAR CONTRIBUTIVO,575,P0001621,SUTURA DE HERIDA UNICA - EN AREA GENERAL,0.00
655,5,EMSSANAR CONTRIBUTIVO,578,T0000709,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA,0.00
656,5,EMSSANAR CONTRIBUTIVO,579,T0000710,EXTRACCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO ( DIU ),0.00
657,5,EMSSANAR CONTRIBUTIVO,580,T0000711,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [ DIU ],0.00
658,5,EMSSANAR CONTRIBUTIVO,581,T0000712,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,0.00
659,5,EMSSANAR CONTRIBUTIVO,582,T0001388,ATENCION ( VISITA ) DOMICILIARIA - POR MEDICINA GENERAL,0.00
860,5,EMSSANAR CONTRIBUTIVO,583,T0001630,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA URBANA,0.00
861,5,EMSSANAR CONTRIBUTIVO,584,T0001634,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA RURAL,0.00
387,4,EMSSANAR SUBSIDIADO,441,129B02,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
340,4,EMSSANAR SUBSIDIADO,8,184101,SUTURA DE LACERACION DE PABELLON AURICULAR,0.00
456,4,EMSSANAR SUBSIDIADO,433,1906317,COPROCULTIVO. -- INCY : IDENTIFICACION GENERO O ESPECIE,0.00
401,4,EMSSANAR SUBSIDIADO,9,230101,EXODONCIA DE DIENTE PERMANENTE UNIRRADICULAR,0.00
402,4,EMSSANAR SUBSIDIADO,10,230102,EXODONCIA DE DIENTE PERMANENTE MULTIRRADICULAR,0.00
403,4,EMSSANAR SUBSIDIADO,12,230201,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
404,4,EMSSANAR SUBSIDIADO,13,230202,EXODONCIA DE DIENTE TEMPORAL MULTIRRADICULAR,0.00
405,4,EMSSANAR SUBSIDIADO,15,231101,EXODONCIA QUIRURGICA UNIRRADICULAR,0.00
406,4,EMSSANAR SUBSIDIADO,17,232101,OBTURACION DENTAL CON AMALGAMA +,0.00
407,4,EMSSANAR SUBSIDIADO,18,232102,OBTURACION DENTAL CON RESINA DE FOTOCURADO,0.00
408,4,EMSSANAR SUBSIDIADO,19,232103,OBTURACION DENTAL CON IONOMERO DE VIDRIO,0.00
409,4,EMSSANAR SUBSIDIADO,20,232201,OBTURACION TEMPORAL POR DIENTE,0.00
410,4,EMSSANAR SUBSIDIADO,21,232401,RECONSTRUCCION DE ANGULO INCISAL,0.00
411,4,EMSSANAR SUBSIDIADO,22,232402,RECONSTRUCCION TERCIO INCISAL,0.00
412,4,EMSSANAR SUBSIDIADO,23,234401,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL MEDIO CASO SUPERIOR O INFERIOR,0.00
413,4,EMSSANAR SUBSIDIADO,24,234402,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL SUPERIOR E INFERIOR,0.00
414,4,EMSSANAR SUBSIDIADO,26,237103,PULPECTOMIA,0.00
415,4,EMSSANAR SUBSIDIADO,27,237301,TERAPIA DE CONDUCTO RADICULAR EN DIENTE UNIRRADICULAR,0.00
416,4,EMSSANAR SUBSIDIADO,28,237302,TERAPIA DE CONDUCTO RADICULAR EN DIENTE BIRRADICULAR,0.00
417,4,EMSSANAR SUBSIDIADO,29,237304,TERAPIA DE CONDUCTO RADICULAR EN DIENTE TEMPORAL UNIRRADICULAR,0.00
418,4,EMSSANAR SUBSIDIADO,30,240301,"ALISADO RADICULAR, CAMPO CERRADO",0.00
341,4,EMSSANAR SUBSIDIADO,31,243201,SUTURA DE LACERACION DE ENCIA - MENOR DE TRES CENTIMETROS,0.00
342,4,EMSSANAR SUBSIDIADO,35,274901,REMOCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE LA BOCA,0.00
343,4,EMSSANAR SUBSIDIADO,36,275101,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS HASTA DE CINCO CENTIMETROS,0.00
344,4,EMSSANAR SUBSIDIADO,37,275102,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
345,4,EMSSANAR SUBSIDIADO,443,5DS002,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
346,4,EMSSANAR SUBSIDIADO,444,5DS003,DERECHOS DE SALA DE PEQUENA CIRUGIA (SUTURAS),0.00
347,4,EMSSANAR SUBSIDIADO,446,5DSB01,DERECHOS DE SALA DE OBSERVACION EN URGENCIAS COMPLEJIDAD BAJA,0.00
394,4,EMSSANAR SUBSIDIADO,43,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [DIU],0.00
601,4,EMSSANAR SUBSIDIADO,46,735301,ASISTENCIA DEL PARTO CON O SIN EPISIORRAFIA O PERINEORRAFIA,0.00
395,4,EMSSANAR SUBSIDIADO,59,861203,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,0.00
593,4,EMSSANAR SUBSIDIADO,60,861801,INSERCION DE ANTICONCEPTIVOS SUBDERMICOS,0.00
348,4,EMSSANAR SUBSIDIADO,61,862701,ONICECTOMIA,0.00
349,4,EMSSANAR SUBSIDIADO,62,865101,"SUTURA DE HERIDA UNICA, EN AREA GENERAL",0.00
350,4,EMSSANAR SUBSIDIADO,63,865102,"SUTURA DE HERIDA MULTIPLE, EN AREA GENERAL",0.00
351,4,EMSSANAR SUBSIDIADO,64,865201,SUTURA DE HERIDA UNICA DE CARA,0.00
352,4,EMSSANAR SUBSIDIADO,65,865202,SUTURA DE HERIDA UNICA DE CARA SIN COMPROMISO DE LABIOS O PARPADOS,0.00
353,4,EMSSANAR SUBSIDIADO,66,865203,"SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION, GENITALES, MANOS Y PIES",0.00
354,4,EMSSANAR SUBSIDIADO,67,865204,SUTURA DE HERIDA MULTIPLE DE CARA,0.00
355,4,EMSSANAR SUBSIDIADO,73,869401,RETIRO DE SUTURA EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
329,4,EMSSANAR SUBSIDIADO,74,869501,CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
574,4,EMSSANAR SUBSIDIADO,75,870001,RADIOGRAFIA DE CRANEO SIMPLE,0.00
575,4,EMSSANAR SUBSIDIADO,78,870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),0.00
576,4,EMSSANAR SUBSIDIADO,82,870108,RADIOGRAFIA DE SENOS PARANASALES,0.00
577,4,EMSSANAR SUBSIDIADO,91,871020,RADIOGRAFIA DE COLUMNA TORACICA,0.00
578,4,EMSSANAR SUBSIDIADO,93,871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,0.00
579,4,EMSSANAR SUBSIDIADO,100,871121,"RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL)",0.00
580,4,EMSSANAR SUBSIDIADO,102,872002,RADIOGRAFIA DE ABDOMEN SIMPLE,0.00
581,4,EMSSANAR SUBSIDIADO,106,873121,RADIOGRAFIA DE HUMERO,0.00
582,4,EMSSANAR SUBSIDIADO,112,873206,RADIOGRAFIA DE PUNO O MUNECA,0.00
583,4,EMSSANAR SUBSIDIADO,119,873333,"RADIOGRAFIA DE PIE (AP, LATERAL Y OBLICUA)",0.00
584,4,EMSSANAR SUBSIDIADO,122,873411,"RADIOGRAFIA DE CADERA O ARTICULACION COXO-FEMORAL (AP, LATERAL)",0.00
595,4,EMSSANAR SUBSIDIADO,123,873412,RADIOGRAFIA DE CADERA COMPARATIVA,0.00
585,4,EMSSANAR SUBSIDIADO,124,873420,"RADIOGRAFIA DE RODILLA (AP, LATERAL)",0.00
396,4,EMSSANAR SUBSIDIADO,128,890101,ATENCION ( VISITA ) DOMICILIARIA - POR MEDICINA GENERAL,0.00
388,4,EMSSANAR SUBSIDIADO,130,890105,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
427,4,EMSSANAR SUBSIDIADO,131,890108,ATENCION ( VISITA ) DOMICILIARIA - POR PSICOLOGIA,0.00
397,4,EMSSANAR SUBSIDIADO,135,890201,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL,0.00
419,4,EMSSANAR SUBSIDIADO,136,890203,CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL,0.00
391,4,EMSSANAR SUBSIDIADO,137,890205,CONSULTA DE PRIMERA VEZ POR ENFERMERIA,0.00
400,4,EMSSANAR SUBSIDIADO,138,890206,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
428,4,EMSSANAR SUBSIDIADO,139,890208,CONSULTA DE PRIMERA VEZ POR PSICOLOGIA,0.00
590,4,EMSSANAR SUBSIDIADO,141,890211,CONSULTA DE PRIMERA VEZ POR FISIOTERAPIA,0.00
398,4,EMSSANAR SUBSIDIADO,142,890301,CONSULTA DE CONTROL O DE SEGUIMIENTO POR MEDICINA GENERAL,0.00
392,4,EMSSANAR SUBSIDIADO,144,890305,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA,0.00
389,4,EMSSANAR SUBSIDIADO,145,890306,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,0.00
429,4,EMSSANAR SUBSIDIADO,146,890308,CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGIA,0.00
598,4,EMSSANAR SUBSIDIADO,151,890408,INTERCONSULTA POR PSICOLOGIA,0.00
597,4,EMSSANAR SUBSIDIADO,152,890409,INTERCONSULTA POR TRABAJO SOCIAL,0.00
594,4,EMSSANAR SUBSIDIADO,155,890601,CUIDADO (MANEJO) INTRAHOSPITALARIO POR MEDICINA GENERAL ATENCION DIARIA,0.00
596,4,EMSSANAR SUBSIDIADO,711,890601H,DERECHOS DE SALA DE PEQUEAA CIRUGIA ( SUTURAS ),0.00
356,4,EMSSANAR SUBSIDIADO,157,890701,CONSULTA DE URGENCIAS POR MEDICINA GENERAL,0.00
420,4,EMSSANAR SUBSIDIADO,158,890703,CONSULTA DE URGENCIAS POR ODONTOLOGIA GENERAL,0.00
586,4,EMSSANAR SUBSIDIADO,160,892901,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO CERVICOVAGINAL PARA ESTUDIO CITOLOGICO,0.00
330,4,EMSSANAR SUBSIDIADO,165,895101,ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE,0.00
331,4,EMSSANAR SUBSIDIADO,167,897011,MONITORIA FETAL ANTEPARTO,0.00
332,4,EMSSANAR SUBSIDIADO,168,897012,MONITORIA FETAL INTRAPARTO,0.00
458,4,EMSSANAR SUBSIDIADO,171,901001,ANTIBIOGRAMA (DISCO),0.00
459,4,EMSSANAR SUBSIDIADO,172,901002,ERITROSEDIMENTACION [ VELOCIDAD SEDIMENTACION GLOBULAR - VSG ] MANUAL,0.00
460,4,EMSSANAR SUBSIDIADO,173,901003,EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA,0.00
461,4,EMSSANAR SUBSIDIADO,174,901101,BACILOSCOPIA COLORACION ACIDO ALCOHOL-RESISTENTE [ZIEHL-NEELSEN],0.00
462,4,EMSSANAR SUBSIDIADO,175,901102,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
463,4,EMSSANAR SUBSIDIADO,176,901104,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
464,4,EMSSANAR SUBSIDIADO,177,901106,COLORACION GIEMSA Y LECTURA,0.00
465,4,EMSSANAR SUBSIDIADO,178,901107,COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA,0.00
466,4,EMSSANAR SUBSIDIADO,180,901206,HEMOPARASITOS EXTENDIDO DE SANGRE PERIFERICA,0.00
467,4,EMSSANAR SUBSIDIADO,181,901210,CULTIVO ESPECIAL PARA OTROS MICROORGANISMOS EN CUALQUIER MUESTRA,0.00
468,4,EMSSANAR SUBSIDIADO,182,901221,PRUEBA DE TORNIQUETE [ FRAGILIDAD CAPILAR ],0.00
469,4,EMSSANAR SUBSIDIADO,183,901222,RECUENTO DE PLAQUETAS AUTOMATIZADO,0.00
470,4,EMSSANAR SUBSIDIADO,185,901232,RECUENTO DE PLAQUETAS MANUAL,0.00
471,4,EMSSANAR SUBSIDIADO,186,901235,UROCULTIVO (ANTIBIOGRAMA DE DISCO),0.00
472,4,EMSSANAR SUBSIDIADO,187,901236,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA AUTOMATIZADO),0.00
473,4,EMSSANAR SUBSIDIADO,188,901237,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA MANUAL),0.00
474,4,EMSSANAR SUBSIDIADO,189,901304,EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA,0.00
475,4,EMSSANAR SUBSIDIADO,190,901305,EXAMEN DIRECTO PARA HONGOS (KOH),0.00
476,4,EMSSANAR SUBSIDIADO,192,901325,EXAMEN DIRECTO DE CUALQUIER MUESTRA,0.00
477,4,EMSSANAR SUBSIDIADO,194,902010,ACIDO URICO EN SUERO U OTROS FLUIDOS,0.00
478,4,EMSSANAR SUBSIDIADO,195,902011,ACIDO URICO EN ORINA DE 24 HORAS,0.00
479,4,EMSSANAR SUBSIDIADO,196,902041,ALBUMINA EN SUERO U OTROS FLUIDOS,0.00
480,4,EMSSANAR SUBSIDIADO,197,902045,TIEMPO DE PROTROMBINA [TP],0.00
481,4,EMSSANAR SUBSIDIADO,198,902049,TIEMPO DE TROMBOPLASTINA PARCIAL [TTP],0.00
482,4,EMSSANAR SUBSIDIADO,199,902204,ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] MANUAL,0.00
483,4,EMSSANAR SUBSIDIADO,200,902206,EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA,0.00
484,4,EMSSANAR SUBSIDIADO,201,902207,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL,0.00
589,4,EMSSANAR SUBSIDIADO,203,902209,HEMOGRAMA III (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA) AUTOMATIZADO,0.00
485,4,EMSSANAR SUBSIDIADO,204,902210,HEMOGRAMA IV [HEMOGLOBINA. HEMATOCRITO. RECUENTO DE ERITROCITOS. INDICES ERITROCITARIOS. LEUCOGRAMA. RECUENTO DE PLAQUETAS. INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA E HISTOGRAMA] METODO AUTOMATICO+,0.00
486,4,EMSSANAR SUBSIDIADO,205,902211,HEMATOCRITO,0.00
487,4,EMSSANAR SUBSIDIADO,206,902213,HEMOGLOBINA,0.00
488,4,EMSSANAR SUBSIDIADO,207,902214,HEMOPARASITOS EXTENDIDO DE GOTA GRUESA,0.00
489,4,EMSSANAR SUBSIDIADO,208,902215,HEMOPARASITOS. EXTENDIDO DE SANGRE PERIFERICA *+,0.00
490,4,EMSSANAR SUBSIDIADO,209,902216,LEUCOGRAMA (RECUENTO TOTAL Y DIFERENCIAL),0.00
491,4,EMSSANAR SUBSIDIADO,210,902217,PRUEBA DE TORNIQUETE [ FRAGILIDAD CAPILAR ],0.00
492,4,EMSSANAR SUBSIDIADO,211,902220,RECUENTO DE PLAQUETAS AUTOMATIZADO,0.00
493,4,EMSSANAR SUBSIDIADO,212,902221,RECUENTO DE PLAQUETAS MANUAL,0.00
494,4,EMSSANAR SUBSIDIADO,213,902223,RECUENTO DE RETICULOCITOS METODO MANUAL,0.00
